district,province,census_year,census_period,is_remote,total_population,literate_population,avg_literacy_rate,total_enrolled,total_never_enrolled,total_dropout,avg_enrollment_rate,avg_dropout_rate,local_level_count,total_schools,total_teachers,avg_trained_teachers_pct,total_students,avg_student_teacher_ratio,avg_electricity_pct,avg_toilet_pct,avg_water_pct,avg_infrastructure_score
Bara,Madhesh,2001,Pre-Federal (2001),0,89019.0,37484.0,43.9,29202.0,15018.0,3356.0,34.21,11.93,13,204.0,1705.0,73.5,43189.0,24.32,60.92,40.18,49.78,50.29
Bara,Madhesh,2011,Transitional (2011),0,130990.0,62291.0,48.27,44507.0,23229.0,4369.0,34.39,9.98,13,242.0,2371.0,75.92,63708.0,30.0,64.0,50.2,47.68,53.96
Bara,Madhesh,2021,Post-Federal (2021),0,29597.0,15955.0,52.52,9468.0,5321.0,791.0,32.04,10.52,4,4.0,53.0,50.9,1430.0,27.0,68.7,30.0,34.7,44.47
Bara,Madhesh,2021,Post-Federal (2021),0,29597.0,15955.0,52.52,9468.0,5321.0,791.0,32.04,10.52,4,45.0,616.0,75.22,14535.0,21.3,84.75,32.55,40.85,52.72
Bara,Madhesh,2021,Post-Federal (2021),0,29597.0,15955.0,52.52,9468.0,5321.0,791.0,32.04,10.52,4,230.0,1094.0,70.35,56932.0,53.0,73.3,26.85,41.35,47.17
Bara,Madhesh,2021,Post-Federal (2021),0,13178.0,4100.0,47.17,5474.0,2409.0,391.0,41.19,12.43,3,4.0,53.0,50.9,1430.0,27.0,68.7,30.0,34.7,44.47
Bara,Madhesh,2021,Post-Federal (2021),0,13178.0,4100.0,47.17,5474.0,2409.0,391.0,41.19,12.43,3,45.0,616.0,75.22,14535.0,21.3,84.75,32.55,40.85,52.72
Bara,Madhesh,2021,Post-Federal (2021),0,13178.0,4100.0,47.17,5474.0,2409.0,391.0,41.19,12.43,3,230.0,1094.0,70.35,56932.0,53.0,73.3,26.85,41.35,47.17
Bara,Madhesh,2021,Post-Federal (2021),0,20707.0,9955.0,54.78,6762.5,2511.0,870.0,35.4,16.55,4,4.0,53.0,50.9,1430.0,27.0,68.7,30.0,34.7,44.47
Bara,Madhesh,2021,Post-Federal (2021),0,20707.0,9955.0,54.78,6762.5,2511.0,870.0,35.4,16.55,4,45.0,616.0,75.22,14535.0,21.3,84.75,32.55,40.85,52.72
Bara,Madhesh,2021,Post-Federal (2021),0,20707.0,9955.0,54.78,6762.5,2511.0,870.0,35.4,16.55,4,230.0,1094.0,70.35,56932.0,53.0,73.3,26.85,41.35,47.17
Bara,Madhesh,2021,Post-Federal (2021),0,41059.0,19815.0,46.59,12101.0,7766.0,1192.0,28.98,9.68,6,4.0,53.0,50.9,1430.0,27.0,68.7,30.0,34.7,44.47
Bara,Madhesh,2021,Post-Federal (2021),0,41059.0,19815.0,46.59,12101.0,7766.0,1192.0,28.98,9.68,6,45.0,616.0,75.22,14535.0,21.3,84.75,32.55,40.85,52.72
Bara,Madhesh,2021,Post-Federal (2021),0,41059.0,19815.0,46.59,12101.0,7766.0,1192.0,28.98,9.68,6,230.0,1094.0,70.35,56932.0,53.0,73.3,26.85,41.35,47.17
Bardiya,Lumbini,2021,Post-Federal (2021),0,1778.0,848.0,47.75,468.0,440.0,50.0,26.32,10.68,1,71.0,468.0,67.4,10415.0,22.3,52.1,53.3,41.1,48.83
Bardiya,Lumbini,2021,Post-Federal (2021),0,1778.0,848.0,47.75,468.0,440.0,50.0,26.32,10.68,1,111.0,1249.0,94.5,16900.0,13.5,68.3,25.1,55.1,49.5
Bardiya,Lumbini,2021,Post-Federal (2021),0,1778.0,848.0,47.75,468.0,440.0,50.0,26.32,10.68,1,98.5,179.0,82.35,11574.0,43.2,70.05,47.65,36.0,51.23
Bardiya,Lumbini,2021,Post-Federal (2021),0,1778.0,848.0,47.75,468.0,440.0,50.0,26.32,10.68,1,44.0,567.0,74.4,4879.0,8.6,81.1,16.5,12.0,36.53
Bardiya,Lumbini,2001,Pre-Federal (2001),0,58268.0,23973.0,42.64,20243.0,10390.0,2390.0,35.53,11.38,8,189.0,1660.0,69.86,32572.0,22.22,64.44,53.64,32.12,50.07
Bardiya,Lumbini,2011,Transitional (2011),0,72277.0,37768.0,51.69,25007.0,12930.0,2366.0,36.1,8.88,8,167.0,1223.0,71.22,51258.0,40.7,40.5,48.54,25.14,38.06
Bardiya,Lumbini,2021,Post-Federal (2021),0,35495.0,18461.0,54.32,13353.0,5475.0,1300.0,38.51,10.84,4,71.0,468.0,67.4,10415.0,22.3,52.1,53.3,41.1,48.83
Bardiya,Lumbini,2021,Post-Federal (2021),0,35495.0,18461.0,54.32,13353.0,5475.0,1300.0,38.51,10.84,4,111.0,1249.0,94.5,16900.0,13.5,68.3,25.1,55.1,49.5
Bardiya,Lumbini,2021,Post-Federal (2021),0,35495.0,18461.0,54.32,13353.0,5475.0,1300.0,38.51,10.84,4,98.5,179.0,82.35,11574.0,43.2,70.05,47.65,36.0,51.23
Bardiya,Lumbini,2021,Post-Federal (2021),0,35495.0,18461.0,54.32,13353.0,5475.0,1300.0,38.51,10.84,4,44.0,567.0,74.4,4879.0,8.6,81.1,16.5,12.0,36.53
Bardiya,Lumbini,2021,Post-Federal (2021),0,3239.0,2090.0,64.54,753.0,888.0,43.0,23.25,5.71,1,71.0,468.0,67.4,10415.0,22.3,52.1,53.3,41.1,48.83
Bardiya,Lumbini,2021,Post-Federal (2021),0,3239.0,2090.0,64.54,753.0,888.0,43.0,23.25,5.71,1,111.0,1249.0,94.5,16900.0,13.5,68.3,25.1,55.1,49.5
Bardiya,Lumbini,2021,Post-Federal (2021),0,3239.0,2090.0,64.54,753.0,888.0,43.0,23.25,5.71,1,98.5,179.0,82.35,11574.0,43.2,70.05,47.65,36.0,51.23
Bardiya,Lumbini,2021,Post-Federal (2021),0,3239.0,2090.0,64.54,753.0,888.0,43.0,23.25,5.71,1,44.0,567.0,74.4,4879.0,8.6,81.1,16.5,12.0,36.53
Bardiya,Lumbini,2021,Post-Federal (2021),0,35928.0,21067.0,57.98,13126.0,6547.0,1665.0,36.86,13.0,4,71.0,468.0,67.4,10415.0,22.3,52.1,53.3,41.1,48.83
Bardiya,Lumbini,2021,Post-Federal (2021),0,35928.0,21067.0,57.98,13126.0,6547.0,1665.0,36.86,13.0,4,111.0,1249.0,94.5,16900.0,13.5,68.3,25.1,55.1,49.5
Bardiya,Lumbini,2021,Post-Federal (2021),0,35928.0,21067.0,57.98,13126.0,6547.0,1665.0,36.86,13.0,4,98.5,179.0,82.35,11574.0,43.2,70.05,47.65,36.0,51.23
Bardiya,Lumbini,2021,Post-Federal (2021),0,35928.0,21067.0,57.98,13126.0,6547.0,1665.0,36.86,13.0,4,44.0,567.0,74.4,4879.0,8.6,81.1,16.5,12.0,36.53
Bardiya,Lumbini,2021,Post-Federal (2021),0,33960.0,19014.0,53.79,12050.0,5671.0,1898.0,33.75,14.87,5,71.0,468.0,67.4,10415.0,22.3,52.1,53.3,41.1,48.83
Bardiya,Lumbini,2021,Post-Federal (2021),0,33960.0,19014.0,53.79,12050.0,5671.0,1898.0,33.75,14.87,5,111.0,1249.0,94.5,16900.0,13.5,68.3,25.1,55.1,49.5
Bardiya,Lumbini,2021,Post-Federal (2021),0,33960.0,19014.0,53.79,12050.0,5671.0,1898.0,33.75,14.87,5,98.5,179.0,82.35,11574.0,43.2,70.05,47.65,36.0,51.23
Bardiya,Lumbini,2021,Post-Federal (2021),0,33960.0,19014.0,53.79,12050.0,5671.0,1898.0,33.75,14.87,5,44.0,567.0,74.4,4879.0,8.6,81.1,16.5,12.0,36.53
Bhaktapur,Bagmati,2021,Post-Federal (2021),0,20260.0,20057.0,99.0,9877.0,646.0,1129.0,48.75,11.43,1,15.0,45.0,72.7,3028.0,67.3,93.3,79.6,43.5,72.13
Bhaktapur,Bagmati,2021,Post-Federal (2021),0,20260.0,20057.0,99.0,9877.0,646.0,1129.0,48.75,11.43,1,46.0,675.0,67.9,6803.0,10.1,48.8,65.0,73.2,62.33
Bhaktapur,Bagmati,2021,Post-Federal (2021),0,20260.0,20057.0,99.0,9877.0,646.0,1129.0,48.75,11.43,1,10.0,61.0,64.1,3931.0,64.4,57.4,97.4,53.0,69.27
Bhaktapur,Bagmati,2021,Post-Federal (2021),0,20260.0,20057.0,99.0,9877.0,646.0,1129.0,48.75,11.43,1,9.0,106.0,72.1,3456.0,32.6,61.7,94.4,75.7,77.27
Bhaktapur,Bagmati,2021,Post-Federal (2021),0,20260.0,20057.0,99.0,9877.0,646.0,1129.0,48.75,11.43,1,71.0,724.0,94.8,12109.0,16.7,70.8,64.7,61.1,65.53
Bhaktapur,Bagmati,2001,Pre-Federal (2001),0,142980.0,99428.0,70.86,54285.0,8435.0,5494.0,36.75,9.9,4,184.0,2112.0,72.76,47586.0,30.0,75.48,79.46,61.8,72.25
Bhaktapur,Bagmati,2011,Transitional (2011),0,139242.0,113310.0,80.43,51686.0,9582.0,5131.0,37.02,9.58,4,179.0,1750.0,82.08,37181.0,38.59,65.48,80.24,61.92,69.21
Bhaktapur,Bagmati,2021,Post-Federal (2021),0,43673.0,39958.0,91.12,17758.0,1721.0,3129.0,41.3,17.56,2,15.0,45.0,72.7,3028.0,67.3,93.3,79.6,43.5,72.13
Bhaktapur,Bagmati,2021,Post-Federal (2021),0,43673.0,39958.0,91.12,17758.0,1721.0,3129.0,41.3,17.56,2,46.0,675.0,67.9,6803.0,10.1,48.8,65.0,73.2,62.33
Bhaktapur,Bagmati,2021,Post-Federal (2021),0,43673.0,39958.0,91.12,17758.0,1721.0,3129.0,41.3,17.56,2,10.0,61.0,64.1,3931.0,64.4,57.4,97.4,53.0,69.27
Bhaktapur,Bagmati,2021,Post-Federal (2021),0,43673.0,39958.0,91.12,17758.0,1721.0,3129.0,41.3,17.56,2,9.0,106.0,72.1,3456.0,32.6,61.7,94.4,75.7,77.27
Bhaktapur,Bagmati,2021,Post-Federal (2021),0,43673.0,39958.0,91.12,17758.0,1721.0,3129.0,41.3,17.56,2,71.0,724.0,94.8,12109.0,16.7,70.8,64.7,61.1,65.53
Bhaktapur,Bagmati,2021,Post-Federal (2021),0,16239.0,13272.0,81.73,3874.0,719.0,617.0,23.86,15.93,1,15.0,45.0,72.7,3028.0,67.3,93.3,79.6,43.5,72.13
Bhaktapur,Bagmati,2021,Post-Federal (2021),0,16239.0,13272.0,81.73,3874.0,719.0,617.0,23.86,15.93,1,46.0,675.0,67.9,6803.0,10.1,48.8,65.0,73.2,62.33
Bhaktapur,Bagmati,2021,Post-Federal (2021),0,16239.0,13272.0,81.73,3874.0,719.0,617.0,23.86,15.93,1,10.0,61.0,64.1,3931.0,64.4,57.4,97.4,53.0,69.27
Bhaktapur,Bagmati,2021,Post-Federal (2021),0,16239.0,13272.0,81.73,3874.0,719.0,617.0,23.86,15.93,1,9.0,106.0,72.1,3456.0,32.6,61.7,94.4,75.7,77.27
Bhaktapur,Bagmati,2021,Post-Federal (2021),0,16239.0,13272.0,81.73,3874.0,719.0,617.0,23.86,15.93,1,71.0,724.0,94.8,12109.0,16.7,70.8,64.7,61.1,65.53
Bhaktapur,Bagmati,2021,Post-Federal (2021),0,68974.0,45031.0,79.6,19695.0,2611.0,1973.0,32.27,11.07,3,15.0,45.0,72.7,3028.0,67.3,93.3,79.6,43.5,72.13
Bhaktapur,Bagmati,2021,Post-Federal (2021),0,68974.0,45031.0,79.6,19695.0,2611.0,1973.0,32.27,11.07,3,46.0,675.0,67.9,6803.0,10.1,48.8,65.0,73.2,62.33
Bhaktapur,Bagmati,2021,Post-Federal (2021),0,68974.0,45031.0,79.6,19695.0,2611.0,1973.0,32.27,11.07,3,10.0,61.0,64.1,3931.0,64.4,57.4,97.4,53.0,69.27
Bhaktapur,Bagmati,2021,Post-Federal (2021),0,68974.0,45031.0,79.6,19695.0,2611.0,1973.0,32.27,11.07,3,9.0,106.0,72.1,3456.0,32.6,61.7,94.4,75.7,77.27
Bhaktapur,Bagmati,2021,Post-Federal (2021),0,68974.0,45031.0,79.6,19695.0,2611.0,1973.0,32.27,11.07,3,71.0,724.0,94.8,12109.0,16.7,70.8,64.7,61.1,65.53
Bhojpur,Koshi,2021,Post-Federal (2021),0,21514.0,12932.0,60.56,7237.0,2606.0,598.0,34.54,7.64,4,34.0,435.0,84.1,12843.0,29.5,51.1,40.8,34.3,42.07
Bhojpur,Koshi,2021,Post-Federal (2021),0,21514.0,12932.0,60.56,7237.0,2606.0,598.0,34.54,7.64,4,86.0,1034.0,85.3,13319.0,12.9,37.9,77.8,61.0,58.9
Bhojpur,Koshi,2021,Post-Federal (2021),0,21514.0,12932.0,60.56,7237.0,2606.0,598.0,34.54,7.64,4,45.0,551.0,84.1,11331.0,30.8,65.5,45.0,44.12,51.54
Bhojpur,Koshi,2021,Post-Federal (2021),0,21514.0,12932.0,60.56,7237.0,2606.0,598.0,34.54,7.64,4,34.0,428.0,56.2,5440.0,12.7,68.1,71.8,46.0,61.97
Bhojpur,Koshi,2001,Pre-Federal (2001),0,42450.0,18275.0,40.27,16517.0,7504.0,1571.0,38.69,7.43,8,229.5,1119.0,81.8,63069.0,57.8,69.1,41.9,36.9,49.3
Bhojpur,Koshi,2011,Transitional (2011),0,61428.0,32172.0,50.6,17585.0,10084.0,1979.0,29.09,11.71,8,142.0,1277.0,71.3,37346.0,43.12,48.3,46.86,33.3,42.82
Bhojpur,Koshi,2021,Post-Federal (2021),0,31401.0,15144.0,45.74,9472.0,5550.0,1206.0,31.5,12.15,4,34.0,435.0,84.1,12843.0,29.5,51.1,40.8,34.3,42.07
Bhojpur,Koshi,2021,Post-Federal (2021),0,31401.0,15144.0,45.74,9472.0,5550.0,1206.0,31.5,12.15,4,86.0,1034.0,85.3,13319.0,12.9,37.9,77.8,61.0,58.9
Bhojpur,Koshi,2021,Post-Federal (2021),0,31401.0,15144.0,45.74,9472.0,5550.0,1206.0,31.5,12.15,4,45.0,551.0,84.1,11331.0,30.8,65.5,45.0,44.12,51.54
Bhojpur,Koshi,2021,Post-Federal (2021),0,31401.0,15144.0,45.74,9472.0,5550.0,1206.0,31.5,12.15,4,34.0,428.0,56.2,5440.0,12.7,68.1,71.8,46.0,61.97
Bhojpur,Koshi,2021,Post-Federal (2021),0,14163.0,8243.0,58.12,4734.0,1723.0,365.0,35.6,8.55,2,34.0,435.0,84.1,12843.0,29.5,51.1,40.8,34.3,42.07
Bhojpur,Koshi,2021,Post-Federal (2021),0,14163.0,8243.0,58.12,4734.0,1723.0,365.0,35.6,8.55,2,86.0,1034.0,85.3,13319.0,12.9,37.9,77.8,61.0,58.9
Bhojpur,Koshi,2021,Post-Federal (2021),0,14163.0,8243.0,58.12,4734.0,1723.0,365.0,35.6,8.55,2,45.0,551.0,84.1,11331.0,30.8,65.5,45.0,44.12,51.54
Bhojpur,Koshi,2021,Post-Federal (2021),0,14163.0,8243.0,58.12,4734.0,1723.0,365.0,35.6,8.55,2,34.0,428.0,56.2,5440.0,12.7,68.1,71.8,46.0,61.97
Bhojpur,Koshi,2021,Post-Federal (2021),0,16130.0,9492.0,55.38,4968.0,3313.0,602.0,29.85,11.32,3,34.0,435.0,84.1,12843.0,29.5,51.1,40.8,34.3,42.07
Bhojpur,Koshi,2021,Post-Federal (2021),0,16130.0,9492.0,55.38,4968.0,3313.0,602.0,29.85,11.32,3,86.0,1034.0,85.3,13319.0,12.9,37.9,77.8,61.0,58.9
Bhojpur,Koshi,2021,Post-Federal (2021),0,16130.0,9492.0,55.38,4968.0,3313.0,602.0,29.85,11.32,3,45.0,551.0,84.1,11331.0,30.8,65.5,45.0,44.12,51.54
Bhojpur,Koshi,2021,Post-Federal (2021),0,16130.0,9492.0,55.38,4968.0,3313.0,602.0,29.85,11.32,3,34.0,428.0,56.2,5440.0,12.7,68.1,71.8,46.0,61.97
Bhojpur,Koshi,2021,Post-Federal (2021),0,6872.0,4914.0,71.52,3184.0,1939.0,587.0,46.33,18.44,1,34.0,435.0,84.1,12843.0,29.5,51.1,40.8,34.3,42.07
Bhojpur,Koshi,2021,Post-Federal (2021),0,6872.0,4914.0,71.52,3184.0,1939.0,587.0,46.33,18.44,1,86.0,1034.0,85.3,13319.0,12.9,37.9,77.8,61.0,58.9
Bhojpur,Koshi,2021,Post-Federal (2021),0,6872.0,4914.0,71.52,3184.0,1939.0,587.0,46.33,18.44,1,45.0,551.0,84.1,11331.0,30.8,65.5,45.0,44.12,51.54
Bhojpur,Koshi,2021,Post-Federal (2021),0,6872.0,4914.0,71.52,3184.0,1939.0,587.0,46.33,18.44,1,34.0,428.0,56.2,5440.0,12.7,68.1,71.8,46.0,61.97
Chitawan,Bagmati,2021,Post-Federal (2021),0,4115.0,2887.0,70.17,1995.0,365.0,128.0,48.48,6.42,1,16.0,183.0,74.25,2329.0,22.0,27.7,86.1,71.9,61.9
Chitawan,Bagmati,2021,Post-Federal (2021),0,4115.0,2887.0,70.17,1995.0,365.0,128.0,48.48,6.42,1,51.0,482.0,85.4,14673.0,30.4,25.8,41.8,88.3,51.97
Chitawan,Bagmati,2021,Post-Federal (2021),0,4115.0,2887.0,70.17,1995.0,365.0,128.0,48.48,6.42,1,120.5,626.0,81.5,36373.0,49.25,83.15,79.15,92.35,84.88
Chitawan,Bagmati,2001,Pre-Federal (2001),0,179329.0,127821.0,71.55,64694.0,10398.0,7282.0,37.33,10.31,7,208.5,1564.0,67.04,32947.0,21.06,64.15,68.6,88.5,73.75
Chitawan,Bagmati,2011,Transitional (2011),0,265058.0,205082.0,79.25,88602.0,13977.0,12091.0,34.53,13.16,7,165.0,1412.0,61.86,52277.0,31.68,50.46,60.84,72.18,61.16
Chitawan,Bagmati,2021,Post-Federal (2021),0,16338.0,14031.0,85.16,5449.0,1082.0,460.0,32.94,7.7,3,16.0,183.0,74.25,2329.0,22.0,27.7,86.1,71.9,61.9
Chitawan,Bagmati,2021,Post-Federal (2021),0,16338.0,14031.0,85.16,5449.0,1082.0,460.0,32.94,7.7,3,51.0,482.0,85.4,14673.0,30.4,25.8,41.8,88.3,51.97
Chitawan,Bagmati,2021,Post-Federal (2021),0,16338.0,14031.0,85.16,5449.0,1082.0,460.0,32.94,7.7,3,120.5,626.0,81.5,36373.0,49.25,83.15,79.15,92.35,84.88
Chitawan,Bagmati,2021,Post-Federal (2021),0,55794.0,42081.0,80.0,11141.0,2829.0,1375.0,25.48,11.06,3,16.0,183.0,74.25,2329.0,22.0,27.7,86.1,71.9,61.9
Chitawan,Bagmati,2021,Post-Federal (2021),0,55794.0,42081.0,80.0,11141.0,2829.0,1375.0,25.48,11.06,3,51.0,482.0,85.4,14673.0,30.4,25.8,41.8,88.3,51.97
Chitawan,Bagmati,2021,Post-Federal (2021),0,55794.0,42081.0,80.0,11141.0,2829.0,1375.0,25.48,11.06,3,120.5,626.0,81.5,36373.0,49.25,83.15,79.15,92.35,84.88
Chitawan,Bagmati,2021,Post-Federal (2021),0,19238.0,16528.0,90.06,4728.0,674.0,594.0,24.65,9.64,2,16.0,183.0,74.25,2329.0,22.0,27.7,86.1,71.9,61.9
Chitawan,Bagmati,2021,Post-Federal (2021),0,19238.0,16528.0,90.06,4728.0,674.0,594.0,24.65,9.64,2,51.0,482.0,85.4,14673.0,30.4,25.8,41.8,88.3,51.97
Chitawan,Bagmati,2021,Post-Federal (2021),0,19238.0,16528.0,90.06,4728.0,674.0,594.0,24.65,9.64,2,120.5,626.0,81.5,36373.0,49.25,83.15,79.15,92.35,84.88
Chitawan,Bagmati,2021,Post-Federal (2021),0,69405.0,54109.0,78.46,27247.0,2283.0,1948.0,40.88,7.99,4,16.0,183.0,74.25,2329.0,22.0,27.7,86.1,71.9,61.9
Chitawan,Bagmati,2021,Post-Federal (2021),0,69405.0,54109.0,78.46,27247.0,2283.0,1948.0,40.88,7.99,4,51.0,482.0,85.4,14673.0,30.4,25.8,41.8,88.3,51.97
Chitawan,Bagmati,2021,Post-Federal (2021),0,69405.0,54109.0,78.46,27247.0,2283.0,1948.0,40.88,7.99,4,120.5,626.0,81.5,36373.0,49.25,83.15,79.15,92.35,84.88
Dadeldhura,Sudur Paschim,2021,Post-Federal (2021),0,22634.0,14222.0,64.57,8050.0,3560.0,943.0,33.41,10.46,4,26.0,113.0,24.6,8486.0,75.1,19.8,27.2,72.0,39.67
Dadeldhura,Sudur Paschim,2021,Post-Federal (2021),0,22634.0,14222.0,64.57,8050.0,3560.0,943.0,33.41,10.46,4,19.0,179.0,42.53,5827.0,29.77,38.13,38.88,44.57,40.53
Dadeldhura,Sudur Paschim,2021,Post-Federal (2021),0,22634.0,14222.0,64.57,8050.0,3560.0,943.0,33.41,10.46,4,27.0,342.0,37.15,4603.0,13.5,33.8,67.0,28.5,43.1
Dadeldhura,Sudur Paschim,2021,Post-Federal (2021),0,17454.0,9898.0,55.03,6644.0,3006.0,696.0,36.17,10.5,3,26.0,113.0,24.6,8486.0,75.1,19.8,27.2,72.0,39.67
Dadeldhura,Sudur Paschim,2021,Post-Federal (2021),0,17454.0,9898.0,55.03,6644.0,3006.0,696.0,36.17,10.5,3,19.0,179.0,42.53,5827.0,29.77,38.13,38.88,44.57,40.53
Dadeldhura,Sudur Paschim,2021,Post-Federal (2021),0,17454.0,9898.0,55.03,6644.0,3006.0,696.0,36.17,10.5,3,27.0,342.0,37.15,4603.0,13.5,33.8,67.0,28.5,43.1
Dadeldhura,Sudur Paschim,2021,Post-Federal (2021),0,6386.0,4463.0,69.89,2854.0,1257.0,157.0,44.69,5.5,1,26.0,113.0,24.6,8486.0,75.1,19.8,27.2,72.0,39.67
Dadeldhura,Sudur Paschim,2021,Post-Federal (2021),0,6386.0,4463.0,69.89,2854.0,1257.0,157.0,44.69,5.5,1,19.0,179.0,42.53,5827.0,29.77,38.13,38.88,44.57,40.53
Dadeldhura,Sudur Paschim,2021,Post-Federal (2021),0,6386.0,4463.0,69.89,2854.0,1257.0,157.0,44.69,5.5,1,27.0,342.0,37.15,4603.0,13.5,33.8,67.0,28.5,43.1
Dadeldhura,Sudur Paschim,2001,Pre-Federal (2001),1,34731.0,15367.0,41.44,12310.0,7903.0,1187.0,36.05,9.9,6,45.0,451.0,45.0,11636.0,31.24,23.6,25.54,55.32,34.82
Dadeldhura,Sudur Paschim,2011,Transitional (2011),1,71393.0,38589.0,52.66,25187.0,16065.0,3325.0,35.55,12.17,6,64.0,491.0,40.08,12720.0,27.46,25.34,50.18,37.86,37.79
Dadeldhura,Sudur Paschim,2021,Post-Federal (2021),1,19501.0,11171.0,57.3,8860.0,4185.0,844.0,45.41,9.3,1,26.0,113.0,24.6,8486.0,75.1,19.8,27.2,72.0,39.67
Dadeldhura,Sudur Paschim,2021,Post-Federal (2021),1,19501.0,11171.0,57.3,8860.0,4185.0,844.0,45.41,9.3,1,19.0,179.0,42.53,5827.0,29.77,38.13,38.88,44.57,40.53
Dadeldhura,Sudur Paschim,2021,Post-Federal (2021),1,19501.0,11171.0,57.3,8860.0,4185.0,844.0,45.41,9.3,1,27.0,342.0,37.15,4603.0,13.5,33.8,67.0,28.5,43.1
Dadeldhura,Sudur Paschim,2021,Post-Federal (2021),0,8789.0,7033.0,80.03,3444.0,2097.0,74.0,39.19,2.15,1,26.0,113.0,24.6,8486.0,75.1,19.8,27.2,72.0,39.67
Dadeldhura,Sudur Paschim,2021,Post-Federal (2021),0,8789.0,7033.0,80.03,3444.0,2097.0,74.0,39.19,2.15,1,19.0,179.0,42.53,5827.0,29.77,38.13,38.88,44.57,40.53
Dadeldhura,Sudur Paschim,2021,Post-Federal (2021),0,8789.0,7033.0,80.03,3444.0,2097.0,74.0,39.19,2.15,1,27.0,342.0,37.15,4603.0,13.5,33.8,67.0,28.5,43.1
Dailekh,Karnali,2001,Pre-Federal (2001),1,70231.0,23415.0,38.63,24727.0,9897.0,2495.0,35.67,10.58,9,46.5,419.5,40.18,10521.5,29.36,32.95,47.02,27.02,35.66
Dailekh,Karnali,2011,Transitional (2011),1,92612.0,45091.0,48.49,30098.0,15749.0,2979.0,32.89,10.41,9,63.0,454.0,42.53,12020.0,31.24,24.5,62.24,36.2,40.98
Dailekh,Karnali,2021,Post-Federal (2021),1,21351.0,8944.0,44.75,7437.0,2584.0,634.0,34.3,9.12,4,27.0,98.0,30.4,5703.0,58.2,43.5,51.3,50.2,48.33
Dailekh,Karnali,2021,Post-Federal (2021),1,21351.0,8944.0,44.75,7437.0,2584.0,634.0,34.3,9.12,4,25.0,218.0,40.4,4260.0,19.3,28.4,53.5,41.4,41.1
Dailekh,Karnali,2021,Post-Federal (2021),1,21351.0,8944.0,44.75,7437.0,2584.0,634.0,34.3,9.12,4,3.0,9.0,64.0,966.0,107.3,10.9,61.9,64.9,45.9
Dailekh,Karnali,2021,Post-Federal (2021),1,21351.0,8944.0,44.75,7437.0,2584.0,634.0,34.3,9.12,4,10.0,116.0,29.4,2872.0,24.8,23.0,30.7,53.7,35.8
Dailekh,Karnali,2021,Post-Federal (2021),0,26553.0,14393.0,56.08,7938.0,3737.0,990.0,30.02,12.48,3,27.0,98.0,30.4,5703.0,58.2,43.5,51.3,50.2,48.33
Dailekh,Karnali,2021,Post-Federal (2021),0,26553.0,14393.0,56.08,7938.0,3737.0,990.0,30.02,12.48,3,25.0,218.0,40.4,4260.0,19.3,28.4,53.5,41.4,41.1
Dailekh,Karnali,2021,Post-Federal (2021),0,26553.0,14393.0,56.08,7938.0,3737.0,990.0,30.02,12.48,3,3.0,9.0,64.0,966.0,107.3,10.9,61.9,64.9,45.9
Dailekh,Karnali,2021,Post-Federal (2021),0,26553.0,14393.0,56.08,7938.0,3737.0,990.0,30.02,12.48,3,10.0,116.0,29.4,2872.0,24.8,23.0,30.7,53.7,35.8
Dailekh,Karnali,2021,Post-Federal (2021),0,30867.0,18072.0,59.95,8980.0,5846.0,1039.0,27.66,11.84,3,27.0,98.0,30.4,5703.0,58.2,43.5,51.3,50.2,48.33
Dailekh,Karnali,2021,Post-Federal (2021),0,30867.0,18072.0,59.95,8980.0,5846.0,1039.0,27.66,11.84,3,25.0,218.0,40.4,4260.0,19.3,28.4,53.5,41.4,41.1
Dailekh,Karnali,2021,Post-Federal (2021),0,30867.0,18072.0,59.95,8980.0,5846.0,1039.0,27.66,11.84,3,3.0,9.0,64.0,966.0,107.3,10.9,61.9,64.9,45.9
Dailekh,Karnali,2021,Post-Federal (2021),0,30867.0,18072.0,59.95,8980.0,5846.0,1039.0,27.66,11.84,3,10.0,116.0,29.4,2872.0,24.8,23.0,30.7,53.7,35.8
Dailekh,Karnali,2021,Post-Federal (2021),0,20321.0,12302.0,58.62,7879.0,3795.0,768.0,40.29,9.81,3,27.0,98.0,30.4,5703.0,58.2,43.5,51.3,50.2,48.33
Dailekh,Karnali,2021,Post-Federal (2021),0,20321.0,12302.0,58.62,7879.0,3795.0,768.0,40.29,9.81,3,25.0,218.0,40.4,4260.0,19.3,28.4,53.5,41.4,41.1
Dailekh,Karnali,2021,Post-Federal (2021),0,20321.0,12302.0,58.62,7879.0,3795.0,768.0,40.29,9.81,3,3.0,9.0,64.0,966.0,107.3,10.9,61.9,64.9,45.9
Dailekh,Karnali,2021,Post-Federal (2021),0,20321.0,12302.0,58.62,7879.0,3795.0,768.0,40.29,9.81,3,10.0,116.0,29.4,2872.0,24.8,23.0,30.7,53.7,35.8
Dailekh,Karnali,2021,Post-Federal (2021),0,14824.0,8891.0,55.37,5671.0,1058.0,475.0,38.0,7.05,2,27.0,98.0,30.4,5703.0,58.2,43.5,51.3,50.2,48.33
Dailekh,Karnali,2021,Post-Federal (2021),0,14824.0,8891.0,55.37,5671.0,1058.0,475.0,38.0,7.05,2,25.0,218.0,40.4,4260.0,19.3,28.4,53.5,41.4,41.1
